pair_id,repeat_id,base_instance_id,variant,plain_method_count,neutral_method_count,plain_final_result,neutral_final_result,plain_final_solved,neutral_final_solved,plain_final_decisions,neutral_final_decisions,plain_final_conflicts,neutral_final_conflicts,plain_final_cpu_time,neutral_final_cpu_time,final_cpu_time_delta,result_match,solved_match,decisions_match,conflicts_match,accepted,rejection_reason
repeat=0|base=subset_cardinality_bw10|variant=perm_seed1742,0,subset_cardinality_bw10,perm_seed1742,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,200,200,151,151,0.000825,0.000762,-6.300000000000001e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw10|variant=perm_seed1743,0,subset_cardinality_bw10,perm_seed1743,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,216,216,154,154,0.000776,0.000782,6.000000000000037e-06,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw10|variant=perm_seed1744,0,subset_cardinality_bw10,perm_seed1744,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,206,206,157,157,0.000751,0.000774,2.299999999999991e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw10|variant=perm_seed1745,0,subset_cardinality_bw10,perm_seed1745,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,225,225,170,170,0.000797,0.000762,-3.499999999999998e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=base,0,subset_cardinality_bw12,base,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,442,442,342,342,0.001034,0.001014,-2.0000000000000052e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1730,0,subset_cardinality_bw12,perm_seed1730,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,440,440,329,329,0.000963,0.001029,6.599999999999998e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1731,0,subset_cardinality_bw12,perm_seed1731,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,393,393,297,297,0.001161,0.001125,-3.600000000000001e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1732,0,subset_cardinality_bw12,perm_seed1732,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,430,430,328,328,0.001112,0.001091,-2.099999999999997e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1733,0,subset_cardinality_bw12,perm_seed1733,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,434,434,333,333,0.00104,0.001152,0.00011200000000000012,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1734,0,subset_cardinality_bw12,perm_seed1734,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,464,464,361,361,0.001135,0.001087,-4.7999999999999866e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1735,0,subset_cardinality_bw12,perm_seed1735,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,394,394,340,340,0.001038,0.001136,9.8e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1736,0,subset_cardinality_bw12,perm_seed1736,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,410,410,313,313,0.000999,0.00101,1.0999999999999942e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1737,0,subset_cardinality_bw12,perm_seed1737,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,411,411,323,323,0.001038,0.001024,-1.4000000000000123e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1738,0,subset_cardinality_bw12,perm_seed1738,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,411,411,317,317,0.000989,0.001005,1.5999999999999955e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1739,0,subset_cardinality_bw12,perm_seed1739,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,406,406,316,316,0.00102,0.000996,-2.400000000000015e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1740,0,subset_cardinality_bw12,perm_seed1740,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,442,442,321,321,0.000998,0.00103,3.200000000000013e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1741,0,subset_cardinality_bw12,perm_seed1741,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,417,417,333,333,0.001073,0.001114,4.100000000000002e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1742,0,subset_cardinality_bw12,perm_seed1742,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,443,443,346,346,0.00106,0.001071,1.0999999999999942e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1743,0,subset_cardinality_bw12,perm_seed1743,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,439,439,339,339,0.001032,0.001012,-1.9999999999999836e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1744,0,subset_cardinality_bw12,perm_seed1744,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,430,430,339,339,0.00104,0.001049,9.00000000000011e-06,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1745,0,subset_cardinality_bw12,perm_seed1745,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,408,408,323,323,0.000991,0.001007,1.6000000000000172e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=base,0,subset_cardinality_bw14,base,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,759,759,561,561,0.001354,0.001491,0.00013699999999999997,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1730,0,subset_cardinality_bw14,perm_seed1730,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,743,743,583,583,0.001412,0.001434,2.1999999999999884e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1731,0,subset_cardinality_bw14,perm_seed1731,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,775,775,591,591,0.001404,0.001462,5.799999999999989e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1732,0,subset_cardinality_bw14,perm_seed1732,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,696,696,526,526,0.001311,0.001296,-1.500000000000004e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1733,0,subset_cardinality_bw14,perm_seed1733,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,772,772,610,610,0.001422,0.001411,-1.1000000000000159e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1734,0,subset_cardinality_bw14,perm_seed1734,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,692,692,568,568,0.001348,0.001421,7.299999999999993e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1735,0,subset_cardinality_bw14,perm_seed1735,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,736,736,603,603,0.001452,0.001461,9.00000000000011e-06,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1736,0,subset_cardinality_bw14,perm_seed1736,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,725,725,580,580,0.001377,0.001398,2.099999999999997e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1737,0,subset_cardinality_bw14,perm_seed1737,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,709,709,503,503,0.001269,0.001275,6.000000000000146e-06,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1738,0,subset_cardinality_bw14,perm_seed1738,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,687,687,549,549,0.001364,0.001373,9.00000000000011e-06,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1739,0,subset_cardinality_bw14,perm_seed1739,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,765,765,626,626,0.00149,0.001482,-7.999999999999978e-06,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1740,0,subset_cardinality_bw14,perm_seed1740,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,681,681,539,539,0.001308,0.001345,3.700000000000014e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1741,0,subset_cardinality_bw14,perm_seed1741,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,738,738,563,563,0.001403,0.001359,-4.3999999999999985e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1742,0,subset_cardinality_bw14,perm_seed1742,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,647,647,497,497,0.001232,0.001242,1.0000000000000026e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1743,0,subset_cardinality_bw14,perm_seed1743,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,800,800,653,653,0.00142,0.001522,0.00010199999999999988,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1744,0,subset_cardinality_bw14,perm_seed1744,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,702,702,576,576,0.001388,0.001407,1.9000000000000137e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1745,0,subset_cardinality_bw14,perm_seed1745,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,769,769,586,586,0.001415,0.001724,0.00030900000000000003,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=base,0,subset_cardinality_bw16,base,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,914,914,659,659,0.0015,0.00158,7.999999999999999e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1730,0,subset_cardinality_bw16,perm_seed1730,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1124,1124,863,863,0.002225,0.001953,-0.0002719999999999999,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1731,0,subset_cardinality_bw16,perm_seed1731,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1165,1165,901,901,0.001887,0.002237,0.00034999999999999983,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1732,0,subset_cardinality_bw16,perm_seed1732,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1261,1261,971,971,0.002041,0.002487,0.0004460000000000002,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1733,0,subset_cardinality_bw16,perm_seed1733,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1256,1256,997,997,0.002254,0.002153,-0.00010099999999999996,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1734,0,subset_cardinality_bw16,perm_seed1734,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1201,1201,874,874,0.002093,0.001935,-0.00015799999999999972,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1735,0,subset_cardinality_bw16,perm_seed1735,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1156,1156,858,858,0.002078,0.00194,-0.00013799999999999988,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1736,0,subset_cardinality_bw16,perm_seed1736,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1269,1269,990,990,0.002123,0.002144,2.1000000000000185e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1737,0,subset_cardinality_bw16,perm_seed1737,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1136,1136,881,881,0.001987,0.00192,-6.7e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1738,0,subset_cardinality_bw16,perm_seed1738,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1155,1155,911,911,0.001983,0.002169,0.00018599999999999997,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1739,0,subset_cardinality_bw16,perm_seed1739,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1240,1240,926,926,0.001918,0.002007,8.90000000000001e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1740,0,subset_cardinality_bw16,perm_seed1740,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1144,1144,866,866,0.001862,0.001937,7.499999999999998e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1741,0,subset_cardinality_bw16,perm_seed1741,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1187,1187,895,895,0.001878,0.00183,-4.7999999999999866e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1742,0,subset_cardinality_bw16,perm_seed1742,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1144,1144,845,845,0.001839,0.001791,-4.7999999999999866e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1743,0,subset_cardinality_bw16,perm_seed1743,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1340,1340,1021,1021,0.002061,0.002125,6.400000000000025e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1744,0,subset_cardinality_bw16,perm_seed1744,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1190,1190,952,952,0.002071,0.0021,2.8999999999999946e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1745,0,subset_cardinality_bw16,perm_seed1745,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1275,1275,979,979,0.002028,0.002153,0.0001250000000000001,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=base,0,subset_cardinality_bw18,base,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1744,1744,1353,1353,0.00273,0.002768,3.800000000000027e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1730,0,subset_cardinality_bw18,perm_seed1730,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1692,1692,1238,1238,0.002564,0.002608,4.40000000000002e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1731,0,subset_cardinality_bw18,perm_seed1731,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1884,1884,1464,1464,0.003039,0.003014,-2.499999999999985e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1732,0,subset_cardinality_bw18,perm_seed1732,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1456,1456,1049,1049,0.0021,0.002157,5.700000000000019e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1733,0,subset_cardinality_bw18,perm_seed1733,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1993,1993,1604,1604,0.003207,0.003273,6.599999999999965e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1734,0,subset_cardinality_bw18,perm_seed1734,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1814,1814,1305,1305,0.002495,0.002506,1.1000000000000159e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1735,0,subset_cardinality_bw18,perm_seed1735,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1587,1587,1151,1151,0.002275,0.002247,-2.8000000000000247e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1736,0,subset_cardinality_bw18,perm_seed1736,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1684,1684,1216,1216,0.002456,0.002437,-1.899999999999992e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1737,0,subset_cardinality_bw18,perm_seed1737,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1851,1851,1302,1302,0.002581,0.002556,-2.499999999999985e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1738,0,subset_cardinality_bw18,perm_seed1738,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1549,1549,1103,1103,0.002156,0.002161,5.00000000000023e-06,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1739,0,subset_cardinality_bw18,perm_seed1739,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1933,1933,1461,1461,0.002986,0.002924,-6.199999999999999e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1740,0,subset_cardinality_bw18,perm_seed1740,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1755,1755,1289,1289,0.002598,0.002614,1.5999999999999955e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1741,0,subset_cardinality_bw18,perm_seed1741,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1766,1766,1309,1309,0.002638,0.002609,-2.8999999999999946e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1742,0,subset_cardinality_bw18,perm_seed1742,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1570,1570,1172,1172,0.00229,0.002527,0.00023700000000000023,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1743,0,subset_cardinality_bw18,perm_seed1743,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1910,1910,1455,1455,0.002998,0.003121,0.00012300000000000028,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1744,0,subset_cardinality_bw18,perm_seed1744,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1455,1455,1048,1048,0.002378,0.002176,-0.00020199999999999992,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1745,0,subset_cardinality_bw18,perm_seed1745,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1653,1653,1237,1237,0.002506,0.002542,3.600000000000001e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=base,0,subset_cardinality_bw8,base,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,89,89,67,67,0.000717,0.000719,2.0000000000000486e-06,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1730,0,subset_cardinality_bw8,perm_seed1730,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,110,110,76,76,0.000784,0.0007,-8.399999999999998e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1731,0,subset_cardinality_bw8,perm_seed1731,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,91,91,70,70,0.000669,0.000795,0.00012600000000000003,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1732,0,subset_cardinality_bw8,perm_seed1732,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,84,84,67,67,0.000784,0.000734,-5.000000000000002e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1733,0,subset_cardinality_bw8,perm_seed1733,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,109,109,86,86,0.000727,0.000703,-2.400000000000004e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1734,0,subset_cardinality_bw8,perm_seed1734,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,112,112,82,82,0.000667,0.00072,5.3000000000000096e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1735,0,subset_cardinality_bw8,perm_seed1735,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,94,94,68,68,0.000662,0.000681,1.899999999999992e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1736,0,subset_cardinality_bw8,perm_seed1736,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,121,121,83,83,0.000656,0.000646,-1.0000000000000026e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1737,0,subset_cardinality_bw8,perm_seed1737,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,87,87,66,66,0.000644,0.000661,1.699999999999998e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1738,0,subset_cardinality_bw8,perm_seed1738,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,80,80,66,66,0.000772,0.000694,-7.800000000000005e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1739,0,subset_cardinality_bw8,perm_seed1739,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,103,103,74,74,0.000768,0.000725,-4.300000000000007e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1740,0,subset_cardinality_bw8,perm_seed1740,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,98,98,64,64,0.000671,0.000674,2.9999999999999645e-06,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1741,0,subset_cardinality_bw8,perm_seed1741,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,106,106,76,76,0.000656,0.000683,2.7000000000000006e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1742,0,subset_cardinality_bw8,perm_seed1742,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,107,107,72,72,0.000722,0.000799,7.700000000000003e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1743,0,subset_cardinality_bw8,perm_seed1743,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,106,106,74,74,0.000674,0.00077,9.599999999999995e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1744,0,subset_cardinality_bw8,perm_seed1744,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,99,99,71,71,0.000703,0.000665,-3.799999999999995e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1745,0,subset_cardinality_bw8,perm_seed1745,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,102,102,71,71,0.000678,0.000695,1.699999999999998e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=base,0,tseitin_k5_even,base,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000541,0.000658,0.00011699999999999992,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1730,0,tseitin_k5_even,perm_seed1730,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000617,0.000689,7.200000000000002e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1731,0,tseitin_k5_even,perm_seed1731,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000672,0.00068,8.000000000000086e-06,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1732,0,tseitin_k5_even,perm_seed1732,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000639,0.000627,-1.2000000000000075e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1733,0,tseitin_k5_even,perm_seed1733,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000565,0.000696,0.00013100000000000004,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1734,0,tseitin_k5_even,perm_seed1734,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000666,0.000729,6.300000000000001e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1735,0,tseitin_k5_even,perm_seed1735,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000638,0.000655,1.699999999999998e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1736,0,tseitin_k5_even,perm_seed1736,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000622,0.000605,-1.7000000000000088e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1737,0,tseitin_k5_even,perm_seed1737,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000613,0.000584,-2.9000000000000054e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1738,0,tseitin_k5_even,perm_seed1738,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000722,0.00066,-6.199999999999999e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1739,0,tseitin_k5_even,perm_seed1739,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000646,0.000639,-6.999999999999953e-06,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1740,0,tseitin_k5_even,perm_seed1740,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000629,0.000871,0.00024200000000000003,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1741,0,tseitin_k5_even,perm_seed1741,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000714,0.000637,-7.700000000000003e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1742,0,tseitin_k5_even,perm_seed1742,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000654,0.00063,-2.3999999999999933e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1743,0,tseitin_k5_even,perm_seed1743,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000606,0.00062,1.4000000000000015e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1744,0,tseitin_k5_even,perm_seed1744,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000626,0.000578,-4.800000000000008e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1745,0,tseitin_k5_even,perm_seed1745,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000637,0.000682,4.500000000000001e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_odd|variant=base,0,tseitin_k5_odd,base,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,63,63,64,64,0.000621,0.000632,1.0999999999999942e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_odd|variant=perm_seed1730,0,tseitin_k5_odd,perm_seed1730,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,63,63,64,64,0.000685,0.000693,8.000000000000086e-06,True,True,True,True,True,
repeat=0|base=tseitin_k5_odd|variant=perm_seed1731,0,tseitin_k5_odd,perm_seed1731,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,63,63,64,64,0.000625,0.000675,5.000000000000002e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_odd|variant=perm_seed1732,0,tseitin_k5_odd,perm_seed1732,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,63,63,64,64,0.000693,0.000646,-4.700000000000006e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_odd|variant=perm_seed1733,0,tseitin_k5_odd,perm_seed1733,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,63,63,64,64,0.000635,0.000665,2.999999999999997e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_odd|variant=perm_seed1734,0,tseitin_k5_odd,perm_seed1734,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,63,63,64,64,0.000617,0.00064,2.3000000000000017e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_odd|variant=perm_seed1735,0,tseitin_k5_odd,perm_seed1735,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,63,63,64,64,0.000603,0.000624,2.099999999999997e-05,True,True,True,True,True,
